,distance
572,11.0
573,11.0
574,11.0
575,11.0
576,11.0
577,11.0
578,11.0
579,11.0
580,11.0
581,11.0
582,11.0
583,11.0
584,11.0
585,11.0
586,11.0
587,11.0
588,11.0
589,11.0
590,11.0
591,11.0
592,11.0
593,11.0
594,11.0
595,11.0
596,11.0
597,11.0
598,11.0
599,11.0
600,11.0
601,11.0
602,11.0
603,11.0
604,11.0
605,11.0
606,11.0
607,11.0
608,11.0
609,11.0
610,11.0
611,11.0
612,11.0
613,11.0
614,11.0
615,11.0
616,11.0
617,11.0
618,11.0
619,11.0
620,11.0
621,11.0
622,11.0
623,11.0
624,11.0
625,11.0
626,11.0
627,11.0
628,11.0
629,11.0
630,11.0
631,11.0
632,11.0
633,11.0
634,11.0
635,11.0
636,11.0
637,11.0
638,11.0
639,11.0
640,11.0
641,10.0
642,10.0
643,10.0
644,10.0
645,10.0
646,10.0
647,10.0
648,10.0
649,10.0
650,10.0
651,10.0
652,10.0
653,10.0
654,10.0
655,10.0
656,10.0
657,10.0
658,10.0
659,11.0
660,12.0
661,11.0
662,11.0
663,9.0
664,10.0
665,11.0
666,13.0
667,14.0
668,13.0
669,11.0
670,10.0
671,11.0
672,14.0
673,13.0
674,12.0
675,10.0
676,11.0
677,13.0
678,19.0
679,12.0
680,10.0
681,11.0
682,15.0
683,14.0
684,12.0
685,10.0
686,10.0
687,11.0
688,13.0
689,15.0
690,13.0
691,12.0
692,11.0
693,11.0
694,11.0
695,14.0
696,15.0
697,12.0
698,10.0
699,11.0
700,14.0
701,14.0
702,14.0
703,12.0
704,11.0
705,12.0
706,14.0
707,16.0
708,16.0
709,16.0
710,16.0
711,13.0
712,15.0
713,15.0
714,15.0
715,15.0
716,12.0
717,12.0
718,14.0
719,15.0
720,15.0
721,15.0
722,15.0
723,15.0
724,15.0
725,15.0
726,15.0
727,13.0
728,9.0
729,10.0
730,15.0
731,16.0
732,20.0
733,14.0
734,14.0
735,14.0
736,12.0
737,10.0
738,9.0
739,9.0
740,17.0
741,10.0
742,12.0
743,11.0
744,12.0
745,13.0
746,13.0
747,13.0
748,10.0
749,10.0
750,11.0
751,15.0
752,13.0
753,10.0
754,9.0
755,9.0
756,9.0
757,9.0
758,9.0
759,9.0
760,9.0
761,9.0
762,9.0
763,9.0
764,9.0
765,9.0
766,9.0
767,9.0
768,9.0
769,9.0
770,9.0
771,9.0
772,9.0
773,9.0
774,9.0
775,9.0
776,9.0
777,9.0
778,9.0
779,9.0
780,9.0
781,9.0
782,9.0
783,9.0
784,9.0
785,9.0
786,9.0
787,9.0
788,9.0
789,9.0
790,9.0
791,9.0
792,9.0
793,9.0
794,9.0
795,9.0
796,9.0
797,9.0
798,9.0
799,9.0
800,9.0
801,9.0
802,9.0
803,9.0
804,9.0
805,9.0
806,9.0
807,9.0
808,9.0
809,9.0
810,9.0
811,9.0
812,9.0
813,9.0
814,9.0
815,9.0
816,9.0
817,9.0
818,9.0
819,9.0
820,9.0
821,9.0
822,9.0
823,9.0
824,9.0
825,9.0
826,9.0
827,9.0
828,9.0
829,9.0
830,9.0
831,9.0
832,9.0
833,9.0
834,9.0
